,name,album,artist,release date,length,popularity,url,lyrics
221,I Love You,Faithfully,Faith Evans,2001,267160,52,https://open.spotify.com/track/6gsmFgUiSTuinJlScwFODv,"[Verse 1]
My heart belongs to you
So what could I do
To make you feel I'm down with
You see me hangin' around
But you don't know how you make me feel for you, and

[Pre-Chorus]
(Each and every day) I try to make some sense of this
(What you mean to me) I know it could be serious
(Each and every night) I dream about just holding you
(Loving you like this) what is a girl supposed to do?

[Chorus]
I love you (I love you)
I want you (I want you)
You're the one that I live for
And I can't take it anymore (anymore)
I love you (I love you)
I need you (and I need you)
What can I do to make you see
You're the only one for me

[Verse 2]
First time I saw your face
My heart just erased
All the guys I knew
Before you walked into my life
I was the type to never want for nothing

[Pre-Chorus]
(Each and every day) I try to make some sense of this
(What you mean to me) I know it could be serious
(Each and every night) I dream about just holding you
(Loving you like this) What is a girl supposed to do?

[Chorus]
I love you (I love you)
I want you (I need you)
You're the one that I live for
And I can't take it anymore
I love you (I love you)
I need you (need you)
What can I do to make you see
You're the only one for me

[Bridge]
I love you, I want you, I need you in my life
Can't you see what you mean to me?
Baby, come hold me tight
I miss you, wanna kiss you
Every time I see your face
Baby, I'll be waiting for you
Each and every day

[Chorus]
I love you (oh...)
I want you
You're the one that I live for
And I can't take it anymore
(Baby, you know that I love you)
I love you
I need you
What can I do to make you see
(do to make you see)
You're the only one for me (oh yeah)

[Bridge]
You're the only one for me (only one)
And I know it's meant to be
(and I know we're meant to be)
What can I do to make you see
My love will carry on (listen to my heart)
So listen to my heart and know (and know)
You'll find out where my love will go (love will go)
The future lies between us both
Oh babe, I love you so

[Chorus]
I love you
I want you
(and you know my heart belongs to you, boy)
You're the one that I live for
And I can't take it anymore
I love you (baby, I love you)
I need you (baby, I need you)
What can I do to make you see
You're the only one for me
I love you (you're the one for me)
I want you (it was meant to be)
You're the one that I live for
And I can't take it anymore
I love you
I need you
What can I do to make you see
You're the only one for me
I love you (baby, I love you)
I want you (baby, I need you)"
222,In the End,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,216880,82,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,"[Verse 1: Mike Shinoda & Chester Bennington]
(It starts with one) One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind, I designed this rhyme
To explain in due time all I know
Time is a valuable thing
Watch it fly by as the pendulum swings
Watch it count down to the end of the day
The clock ticks life away, it's so unreal (It's so unreal)
Didn't look out below
Watch the time go right out the window
Tryin' to hold on, didn't even know
I wasted it all just to watch you go

[Pre-Chorus: Mike Shinoda]
I kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be
A memory of a time when I tried so hard

[Chorus: Chester Bennington]
I tried so hard and got so far
But in the end it doesn't even matter
I had to fall to lose it all
But in the end it doesn't even matter

[Verse 2: Mike Shinoda & Chester Bennington]
One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind, I designed this rhyme
To remind myself how I tried so hard
In spite of the way you were mockin' me
Actin' like I was part of your property
Rememberin' all the times you fought with me
I'm surprised it got so far
Things aren't the way they were before
You wouldn't even recognize me anymore
Not that you knew me back then
But it all comes back to me in the end

[Pre-Chorus: Mike Shinoda]
You kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be
A memory of a time when I tried so hard

[Chorus: Chester Bennington]
I tried so hard and got so far
But in the end it doesn't even matter
I had to fall to lose it all
But in the end it doesn't even matter

[Bridge: Chester Bennington]
I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know
I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know

[Chorus: Chester Bennington]
I tried so hard and got so far
But in the end it doesn't even matter
I had to fall to lose it all
But in the end it doesn't even matter"
223,Clocks,A Rush of Blood to the Head,Coldplay,2002-08-08,307879,76,https://open.spotify.com/track/0BCPKOYdS2jbQ8iyB56Zns,"[Verse 1]
The lights go out and I can't be saved
Tides that I tried to swim against
Have brought me down upon my knees
Oh I beg, I beg and plead
Singin', come out of things unsaid
Shoot an apple off my head
And a trouble that can't be named
A tiger's waiting to be tamed, singin'

[Chorus]
You are
You are

[Verse 2]
Confusion never stops
Closing walls and tickin' clocks
Gonna come back and take you home
I could not stop that you now know
Singin', come out upon my seas
Cursed missed opportunities
Am I a part of the cure?
Or am I part of the disease? Singin'

[Chorus]
You are
You are
You are
You are
You are
You are

[Bridge]
And nothing else compares
Oh, nothing else compares
And nothing else compares

[Chorus]
You are
You are

[Outro]
Home
Home, where I wanted to go
Home
Home, where I wanted to go
Home (You are)
Home, where I wanted to go
Home (You are)
Home, where I wanted to go"
224,Cleanin' Out My Closet,The Eminem Show,Eminem,2002-05-26,297840,69,https://open.spotify.com/track/7BMO7O7ImjV8HNTH74Tshv,"[Intro]
Where's my snare?
I have no snare in my headphones
There you go
Yeah
Yo, yo

[Verse 1]
Have you ever been hated or discriminated against?
I have, I've been protested and demonstrated against
Picket signs for my wicked rhymes, look at the times
Sick is the mind of the motherfuckin' kid that's behind
All this commotion, emotions run deep as oceans, explodin'
Tempers flarin' from parents, just blow 'em off and keep goin'
Not takin' nothin' from no one, give 'em hell long as I'm breathin'
Keep kickin' ass in the morning and takin' names in the evenin'
Leave 'em with a taste as sour as vinegar in they mouth
See, they can trigger me, but they'll never figure me out
Look at me now! I bet you're prolly sick of me now
Ain't you, Mama? I'ma make you look so ridiculous now!

[Chorus]
I'm sorry, Mama
I never meant to hurt you
I never meant to make you cry
But tonight I'm cleanin' out my closet (One more time!)
I said I'm sorry, Mama
I never meant to hurt you
I never meant to make you cry
But tonight I'm cleanin' out my closet (Ha!)

[Verse 2]
I got some skeletons in my closet and I don't know if no one knows it
So before they throw me inside my coffin and close it
I'ma expose it; I'll take you back to '73
Before I ever had a multi-platinum-selling CD
I was a baby, maybe I was just a couple of months
My faggot father must've had his panties up in a bunch
‘Cause he split, I wonder if he even kissed me goodbye
No, I don't, on second thought, I just fuckin' wished he would die
I look at Hailie, and I couldn't picture leavin' her side
Even if I hated Kim, I'd grit my teeth and I'd try
To make it work with her at least for Hailie's sake, I maybe made some mistakes
But I'm only human, but I'm man enough to face 'em today
What I did was stupid, no doubt it was dumb
But the smartest shit I did was take the bullets out of that gun
‘Cause I'da killed 'em, shit, I woulda shot Kim and him both
It's my life, I'd like to welcome y'all to The Eminem Show

[Chorus]
I'm sorry, Mama
I never meant to hurt you
I never meant to make you cry
But tonight I'm cleanin' out my closet (One more time!)
I said I'm sorry, Mama
I never meant to hurt you
I never meant to make you cry
But tonight I'm cleanin' out my closet (Uh)

[Verse 3]
Now, I would never diss my own mama just to get recognition
Take a second to listen 'fore you think this record is dissin'
But put yourself in my position, just try to envision
Witnessin' your mama poppin' prescription pills in the kitchen
Bitchin' that someone's always goin' through her purse and shit's missin'
Goin' through public housing systems, victim of Münchausen's Syndrome
My whole life I was made to believe I was sick when I wasn't
'Til I grew up, now I blew up, it makes you sick to your stomach, doesn't it?
Wasn't it the reason you made that CD for me, Ma?
So you could try to justify the way you treated me, Ma?
But guess what, you're gettin' older now, and it's cold when you're lonely
And Nathan's growin' up so quick, he's gonna know that you're phony
And Hailie's gettin' so big now, you should see her, she's beautiful
But you'll never see her, she won't even be at your funeral (Ha-ha!)
See, what hurts me the most is you won't admit you was wrong
Bitch, do your song, keep tellin' yourself that you was a mom!
But how dare you try to take what you didn't help me to get?!
You selfish bitch, I hope you fuckin' burn in hell for this shit!
Remember when Ronnie died and you said you wished it was me? (Hehe)
Well, guess what? I am dead—dead to you as can be!

[Chorus]
I'm sorry, Mama
I never meant to hurt you
I never meant to make you cry
But tonight I'm cleanin' out my closet (One more time!)
I said I'm sorry, Mama
I never meant to hurt you
I never meant to make you cry
But tonight I'm cleanin' out my closet"
225,Oh Boy,Come Home With Me,Cam’ron,2002-01-01,204706,66,https://open.spotify.com/track/4gdQ8QShlC3toP9Mkc8DwB,"[Produced by Just Blaze]

[Intro: Cam'ron]
Just Blaze! (Oh baby)
Oh baby, uh, Killa!

[Verse 1: Cam'ron]
All the girls see the (boy), look at his kicks (boy)
Look at his car (boy), all I say is (oh boy)
Look mami, I'm no good, I'm so hood
Clap at your soldiers sober, then leave after it's over, Killa
I'm not your companion, or your man's stand-in
Hit me when you wanna get rammed in, I'll be scramblin'
With lots of mobsters, shop for lobsters
Cops and robbers, listen every block is blaka (BLAKA!!!)
But she like the way I diddy bop, you peep that?
Mink on, Mauri kicks plus Chanel ski hat
She want the (boy), so I give her the (boy)
Now she screamin' out (boy, boy, boy, boy), Killa, Killa
Now she playin' with herself, Cam dig it out, lift her up
Ma, it's just a fuck, girl, get it out, pick on up
They want the boy Montana with guns with bandanas
Listen to my homeboy Santana

[Verse 2: Juelz Santana]
Y'all niggas can't fuck with the (boy), I'm tellin' ya (boy)
Put a shell in ya (boy) now he bleedin' (oh boy)
Get him, call his (boy) he wheezin' he need his (boy)
He screamin' (boy, boy, boy, boy)
Damn, shut up (boy), he's snitchin' (oh boy)
This nigga's bitchin' (boy), he's twisted (oh boy)
If Feds was listenin' (boy), damn, whoa, whoa, c'mon...
I'm in trouble need bail money, shit
Where the fuck is my (boy)? I got trust for my (boy)
That's why I fuck with my (boy), that's my nigga (oh boy)
He gon' come get his (boy), he got love for his (boy)
That's my (boy, boy, boy, boy) uh huh, uh huh

[Verse 3: Cam'ron]
When he got caught with the (boy), we went to court for the (boy)
Just me and my (boy), and we sayin' (oh boy)
Be on the block with my (boy) with the rock or the (boy)
When the cops come - Squalie!
Yeah this is for the sports cars, Bonita's, Jimmy's
PJ's, old school, eighteenth at the sports bar
Eight or nine on the (boy), holla at your boy
Killa, holla, listen
It's the D-I-P (boy) plus the R-O-C (boy)
You'll be D-O-A (boy), your moms will say (oh boy)
Shit, ain't no stoppin' 'em, guns we got a lot of 'em
Shit, matter of fact, Guru start poppin' 'em
Then slap up this (boy), clap up his (boy)
Wrap up his (boy), get them gats (oh boy)
Diplomats are them (boy) for the girls and the (boy)
Say (boy, boy, boy, boy)

[Verse 4: Juelz Santana]
Now when they see Cam and his (boy), they say damn (oh boy)
Santana's that (boy) that squeeze hammers (oh boy)
Cannons and bandanas, blammers we don't brandish
Blam at your man's canvas then scram with your man's leaded
And I'm back with my (boy)

[Verse 5: Cam'ron]
Until that man is vanished
Away in the Grand Canyon, these kids are grand standin'
Niggas demand ransom over them grams scramblin'
(Boy, boy, boy, boy)
Well fuck it, Van Damme 'em, Cam'll blam blam 'em
Call up his (boy), I'm down south tannin'
Mami, I got the remedy, Tommy's up at the enemy
Homi's and bodies, but now my body you're feelin' finicky
Killa and Capo, we chill in Morocco for reala
We got dough, chinchilla dough and fill with them hollows, huh
It's the (boy), I said it's the (boy)
I'm the (boy, boy, boy, boy) Killa"
226,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Genesis,Busta Rhymes,2001-11-07,238600,53,https://open.spotify.com/track/4SnTf4ixVZCfQtxHNhky0T,"[Intro: Busta Rhymes]
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna

[Verse 1: Busta Rhymes & P. Diddy]
Act a fool, you better watch out
Hot shit be bringin the cops out
Street niggas is ringin them shots out
Short circuit and blacken the blocks out
Now open up the garage and pull the drops out
Rockin the fur coat bringin the blue fox out
Diamonds light up the block, runnin the blue rocks out
Whylin till all of my crew knocks out
Get yo' ass up on the floor
Huh, throw ya hands if you wan't some more
Baby, wiggle your crotch out, huh
And peep the way we be blowin them spots out
C'mon, look how we got 'em ready to act out
Girl, I'm ready to give it twistin your back out
Drink yack till a nigga fallin out
Flat on his back now watch a nigga crawlin out, talk to me

[Hook: Pharell & Busta Rhymes]
I said Busta (whassup son?)
You leave them girls rollin' and it look like (c'mon)
They asses is swollen (and they ass gettin big now)
But if your man babysittin (uh-huh) then what you gon' say?
(What we gon' tell 'em man?)
We gon' tell that nigga (Pass the Courvoisier)
We gon' tell that brotha (Pass the Courvoisier)
Everybody sing it now {Pass the Courvoisier}
Everybody sing it now {Pass the Courvoisier}

[Verse 2: Busta Rhymes & P. Diddy]
Girl, you need to shake it off
Too much hair on your cho-cha, then shave it off
C'mon, jump smack yo' ass and break it off
And if it's too hot for y'all? You need to take it off
In case you ain't knowin niggas we on a roll now
Diddy, like we done stumbled on a pot of gold now - c'mon
Food spillin all out of the bowl now, huh!
Money thick, get harder to fold now - c'mon
Ladies tell me if you're feelin {alright}
And are you sure that you up for doin it {all night}
I like this
Listen, before you ass bet, nigga
We wreck shit and we ain't even blacked yet
Niggas all around and police rapidly shut down the block
And the club ain't even packed yet - c'mon
Nuff drinkin at the bar hold it down whylin out
'til the club is closed down, talk to me

[Hook: Pharell & Busta Rhymes]
I said Busta (whassup son?)
You leave them girl rollin... and it look like (c'mon)
They asses is swollen (and they ass gettin big now)
But if your man babysittin (uh-huh) then what you gon' say
(What we gon' tell 'em man?)
We gon' tell that nigga (Pass the Courvoisier)
We gon' tell that brotha (Pass the Courvoisier)
Everybody sing it now {Pass the Courvoisier}
Everybody sing it now {Pass the Courvoisier}

[Bridge: Busta Rhymes]
(JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna

[Verse 3: Busta Rhymes & P. Diddy]
Rob a bank my nigga, cash rule
Bust it, let's get this money and act like a damn fool
Fuck it, act stupid and jump in the damn pool - huh!
Bone bitches and me and they man's cool
C'mon, shit I'm sayin, just put your bank up, nigga
Put me and Diddy together you bankrupt - c'mon
Fly niggas we full of finesse y'all, yeah!
Me and my niggas is fittin to bless y'all - c'mon
Don't talk about it, be about it (Shut up!)
Live niggas come and be around it (What up?)
C'mon, rep to the fullest now - huh!
These niggas ain't knowin how we gon' put it down - c'mon
Cock, aim and shoot to spray it down
Steamrollin you niggas and lay it down
Niggas frontin with they thug image but we pay them no mind
Now drink until the bottle finished, talk to me

[Hook: Pharell & (Busta Rhymes)]
I said Busta (whassup son?)
You leave them girl rollin... and it look like (c'monn)
They asses is swollen (and they ass gettin big now)
But if your man babysittin (uh-huh) then what you gon' say
(What we gon' tell 'em man?)
We gon' tell that nigga (Pass the Courvoisier)
We gon' tell that brotha (Pass the Courvoisier)
Everybody sing it now {*Pass the Courvoisier*}
Everybody sing it now {*Pass the Courvoisier*}

[Bridge]
(JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna

[Hook: Pharell & Busta Rhymes]
I said Busta (whassup son?)
You leave them girl rollin... and it look like (c'mon)
They asses is swollen (and they ass gettin big now)
But if your man babysittin (uh-huh) then what you gon' say
(What we gon' tell 'em man?)
We gon' tell that nigga (Pass the Courvoisier)
We gon' tell that brotha (Pass the Courvoisier)
Everybody sing it now {*Pass the Courvoisier*}
Everybody sing it now {*Pass the Courvoisier*}"
227,In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,193466,78,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC,"[Produced by Dr. Dre & Mike Elizondo]

[Intro]
Go, go, go, go, go, go
Go shawty, it's your birthday
We gon' party like it's your birthday
And we gon' sip Bacardi like it's your birthday
And you know we don't give a fuck, it's not your birthday

[Chorus]
You can find me in the club, bottle full of bub'
Look, mami, I got the X if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug if you into gettin' rubbed
You can find me in the club, bottle full of bub'
Look, mami, I got the X if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug if you into gettin' rubbed

[Verse 1]
When I pull up out front, you see the Benz on dubs (Uh-huh)
When I roll twenty deep, it's twenty nines in the club (Yeah)
Niggas heard I fuck with Dre, now they wanna show me love
When you sell like Eminem and the hoes, they wanna fuck (Woo)
Look homie, ain't nothin' changed: hoes down, G's up
I see Xzibit in the cut, hey nigga, roll that weed up! (Roll it!)
If you watch how I move, you'll mistake me for a player or pimp
Been hit with a few shells, but I don't walk with a limp (I'm aight)
In the hood in L.A. they sayin', ""50, you hot"" (Uh-huh)
They like me, I want 'em to love me like they love Pac
But holla in New York, the niggas'll tell you I'm loco (Yeah)
And the plan is to put the rap game in a chokehold (Uh-huh)
I'm fully focused, man, my money on my mind
Got a mil' out the deal and I'm still on the grind (Woo)
Now Shorty said she feelin' my style, she feelin' my flow (Uh-huh)
Her girlfriend with her, they bi and they ready to go (Okay)

[Chorus]
You can find me in the club, bottle full of bub'
Look, mami, I got the X if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug if you into gettin' rubbed
You can find me in the club, bottle full of bub'
Look, mami, I got the X if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug if you into gettin' rubbed (Rubbed)

[Bridge]
My flow, my show brought me the dough
That bought me all my fancy things
My crib, my cars, my clothes, my jewels
Look, nigga, I done came up and I ain't changed (What? What? Yeah)

[Verse 2]
And you should love it way more than you hate it
Nigga, you mad? I thought that you'd be happy I made it (Woo)
I'm that cat by the bar toastin' to the good life
You that faggot-ass nigga tryin' to pull me back, right?
When my joint get to pumpin' in the club, it's on
I wink my eye at yo' bitch, if she smiles, she gone
If the roof on fire, let the motherfucker burn
If you talkin' about money, homie, I ain't concerned
I'ma tell you what Banks told me:
""Cuz, go 'head, switch the style up
If niggas hate, then let them hate, and watch the money pile up""
Or we can go upside your head with a bottle of bub'
They know where we fuckin' be

[Chorus]
You can find me in the club, bottle full of bub'
Look, mami, I got the X if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug if you into gettin' rubbed
You can find me in the club, bottle full of bub'
Look, mami, I got the X if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug if you into gettin' rubbed (Ha-ha-ha-ha)

[Outro]
Don't try to act like you don't know where we be neither, nigga
We in the club all the time, nigga, so pop, pop off, nigga
G-Unit"
228,Get Busy,Dutty Rock,Sean Paul,2002-11-12,211666,73,https://open.spotify.com/track/5qTvkDrSfvwDv6RBjjcfQr,"[Intro]
Shake dat ting miss, Cana, Cana
Shake dat ting miss, Annabella
Shake dat ting yow, Donna Donna
Jodi and Rebecca

[Verse 1]
Woman, get busy
Jus shake dat booty non-stop
When da beat drops, jus keep swingin' it
Get jiggy, get crunked up
Percolate anyting you want to call it
Oscillate you hip and don't take pity
Me wah fi see you get live 'pon di riddim when me ryde
And me lyrics a provide electricity
Gyal nobody cah tell you nuttin'
Ca you don't know your destiny

[Chorus]
Yo, sexy ladies want par wid us
Inna di car wid us, dem nah war wid us
Inna di club dem wah flex wid us
To get next to us, dem cah vex wid us
From di day me born jah ignite me flame
Gyal a call me name and it is me fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

[Post-Chorus]
Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

[Verse 2]
Gyal, don't sweat it, don't get agitate, jus gwaan rotate
Ca anyting you want, you know you must get it
From you name a mention, don't ease di tension
Gyal run di program, jus gwaan pet it
Now have a good time
Gal free up unu mind caw nobody cah dis yo' man won't let it
Ca you a di number one gal wave yo' hand
Make dem see yo' weddin' band

[Chorus]
Yo, sexy ladies want par wid us
Inna di car wid us, dem nah war wid us
Inna di club dem wah flex wid us
To get next to us, dem cah vex wid us
From di day me born jah ignite me flame
Gyal a call me name and it is me fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

[Post-Chorus]
Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

[Verse 3]
Woman, get busy
Jus shake dat booty non-stop
When da beat drops, jus keep swingin' it
Get jiggy, get crunked up
Percolate anyting you want to call it
Oscillate you hip and don't take pity
Me wah fi see you get live 'pon di riddim when me ryde
And me lyrics a provide electricity
Gyal, nobody cah tell you nuttin'
Ca you don't know your destiny

[Chorus]
Yo, sexy ladies want par wid us
Inna di car wid us, dem nah war wid us
Inna di club dem wah flex wid us
To get next to us, dem cah vex wid us
From di day me born jah ignite me flame
Gyal a call me name and it is me fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

[Post-Chorus]
Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

[Interlude]
Yo, shake dat ting miss, Cana, Cana
Shake dat ting, yo, Annabella
Shake dat ting miss, Donna Donna, yo
Miss Jodi and da one named Rebecca
Yo, shake dat ting, yo, Joanna
Shake dat ting, yo, Annabella
Shake dat ting miss, Cana, Cana

[Chorus]
Yo, sexy ladies want par wid us
Inna di car wid us, dem nah war wid us
Inna di club dem wah flex wid us
To get next to us, dem cah vex wid us
From di day me born jah ignite me flame
Gyal a call me name and it is me fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

[Post-Chorus]
Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

[Chorus]
Yo, sexy ladies want par wid us
Inna di car wid us, dem nah war wid us
Inna di club dem wah flex wid us
To get next to us, dem cah vex wid us
From di day me born jah ignite me flame
Gyal a call me name and it is me fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

[Outro]
Let's get it on 'til a early morn'
It's all good, jus turn me on
Let's get it on 'til a early morn'
It's all good, jus turn me on"
229,Big Yellow Taxi,Films About Ghosts (The Best Of Counting Crows),Counting Crows,2003-11-24,225426,52,https://open.spotify.com/track/0KTfZWEWivacSuZSjUe7JS,"[Verse 1: Adam]
They paved paradise and put up a parking lot
With a pink hotel, a boutique, and a swingin' hot spot
Don't it always seem to go
That you don't know what you got 'til it's gone
They paved paradise and put up a parking lot

[Hook: Vanessa Carlton]
Ooooh, bop bop bop
Ooooh, bop bop bop

[Adam]
They took all the trees, and put them in a tree museum
And they charged the people a dollar and a half to see them
No, no, no

[Chorus: Adam]
Don't it always seem to go
That you don't know what you got 'till it's gone
They paved paradise, and put up a parking lot

[Hook: Vanessa Carlton]
Ooooh, bop bop bop
Ooooh, bop bop bop

[Verse 2: Adam]
Hey farmer, farmer, put away your DDT
I don't care about spots on my apples
Leave me the birds and the bees
Please

[Chorus: Adam]
Don't it always seem to go
That you don't know what you got 'till it's gone
They paved paradise, and put up a parking lot
Hey now!
They paved paradise, to put up a parking lot

[Hook: Vanessa Carlton]
Ooooh, bop bop bop
Ooooh, bop bop bop

[Musical Interlude]

[Bridge: Adam]
Listen, late last night, I heard the screen door slam
And a big yellow taxi took my girl away

[Chorus: Adam]
Now, don't it always seem to go
That you don't know what you got 'til it's gone
They paved paradise and put up a parking lot
Hey na na, don't it always seem to go
That you don't know what you got 'til it's gone
They paved paradise to put up a parking lot
Why not?
They paved paradise and put up a parking lot
Hey, hey, hey
Paved paradise and put up a parking lot

[Hook: Vanessa Carlton]
Ooooh, bop bop bop
Ooooh, bop bop bop

[Bridge - Adam & Vanessa]
I don't wanna give it
Why you wanna give it
Why you wanna giving it all away
Hey, hey, hey
Now you wanna give it
I should wanna give it
Now you wanna giving it all away
I don't wanna give it
Why you wanna give it
Why you wanna give it all away
Hey, hey, hey
Now you wanna give it
I should wanna give it
Now you wanna giving it all away

[Outro - Vanessa & Adam]
Why do you want me?
Why do you want to?
Cos' you're givin it all away
Hey, paved paradise to put up a parking lot"
230,Where Is The Love?,Elephunk,Black Eyed Peas,2003-01-01,272533,73,https://open.spotify.com/track/1FreAz1lmnDi5aKLB6GdFM,"[Verse 1: will.i.am]
What's wrong with the world, Mama?
People livin' like they ain't got no mamas
I think the whole world's addicted to the drama
Only attracted to things that'll bring you trauma
Overseas, yeah, we tryna stop terrorism
But we still got terrorists here livin'
In the USA, the big CIA
The Bloods and the Crips and the KKK
But if you only have love for your own race
Then you only leave space to discriminate
And to discriminate only generates hate
And when you hate, then you're bound to get irate, yeah
Madness is what you demonstrate
And that's exactly how anger works and operates
Man, you gotta have love just to set it straight
Take control of your mind and meditate
Let your soul gravitate to the love, y'all, y'all

[Chorus: Justin Timberlake]
People killin', people dyin'
Children hurtin', hear them cryin'
Can you practice what you preach?
And would you turn the other cheek?
Father, father, father, help us
Send some guidance from above
'Cause people got me, got me questioning
Where is the love?

[Post-Chorus: will.i.am & Fergie]
(Love) Where is the love? (The love)
Where is the love? (The love)
Where is the love, the love, the love?

[Verse 2: Taboo]
It just ain't the same, old ways have changed
New days are strange, is the world insane?
If love and peace is so strong
Why are there pieces of love that don't belong?
Nations droppin' bombs
Chemical gases filling lungs of little ones
With ongoing sufferin' as the youth die young
So ask yourself, is the lovin' really gone?
So I can ask myself, really, what is going wrong
With this world that we livin' in? People keep on givin' in
Makin' wrong decisions, only visions of them dividends
Not respectin' each other, deny thy brother
A war is goin' on, but the reason's undercover
The truth is kept secret, and swept under the rug
If you never know truth, then you never know love
Where's the love, y'all? Come on (I don't know)
And where's the truth, y'all? Come on (I don't know)
And where's the love y'all?

[Chorus: Justin Timberlake]
People killin', people dyin'
Children hurtin', hear them cryin'
Can you practice what you preach?
And would you turn the other cheek?
Father, father, father, help us
Send some guidance from above
'Cause people got me, got me questioning
Where is the love?

[Post-Chorus: will.i.am & Fergie]
(Love) Where is the love? (The love)
Where is the love? (The love)
Where is the love? (The love)
Where is the love?
(Love) Where is the love? (The love)
Where is the love? (The love)
Where is the love, the love, the love?

[Verse 3: apl.de.ap]
I feel the weight of the world on my shoulder
As I'm gettin' older, y'all people gets colder
Most of us only care about money-makin'
Selfishness got us followin' the wrong direction
Wrong information always shown by the media
Negative images is the main criteria
Infecting the young minds faster than bacteria
Kids wanna act like what they see in the cinema
Yo, whatever happened to the values of humanity? (Yeah)
Whatever happened to the fairness and equality? (Yeah)
Instead of spreading love, we spreading animosity (Yeah)
Lack of understanding leading us away from unity
That's the reason why sometimes I'm feelin' under
That's the reason why sometimes I'm feelin' down
It's no wonder why sometimes I'm feelin' under
Gotta keep my faith alive 'til love is found
Now ask yourself

[Post-Chorus: will.i.am]
Where is the love?
Where is the love?
Where is the love?
Where is the love?

[Chorus: Justin Timberlake]
Father, father, father, help us
Send some guidance from above
'Cause people got me, got me questioning
Where is the love?

[Outro: will.i.am & Justin Timberlake]
Now sing with me, y'all (One world, one world)
We only got (One world, one world)
That's all we got (One world, one world)
And something's wrong with it (Yeah)
Something's wrong with it (Yeah)
Something's wrong with the w-world, world, yeah
We only got (One world, one world)
That's all we got (One world, one world)"
