,name,album,artist,release date,length,popularity,lyrics
10,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster),Queen,1980-06-27,163373,73,"

[Chorus]
This thing called love, I just can't handle it
This thing called love, I must get 'round to it
I ain't ready
Crazy little thing called love

[Verse 1]
This thing (This thing)
Called love (Called love)
It cries (Like a baby)
In a cradle all night
It swings (Woo woo)
It jives (Woo woo)
It shakes all over like a jellyfish
I kinda like it
Crazy little thing called love

[Bridge]
There goes my baby
She knows how to rock 'n' roll
She drives me crazy
She gives me hot and cold fever
Then she leaves me in a cool cool sweat

[Verse 2]
I gotta be cool, relax, get hip
And get on my tracks
Take a back seat, hitch-hike
And take a long ride on my motorbike
Until I'm ready
Crazy little thing called love

[Verse 3]
I gotta be cool, relax, get hip
And get on my tracks
Take a back seat (Ah hum), hitch-hike (Ah hum)
And take a long ride on my motorbike
Until I'm ready (Ready Freddie)
Crazy little thing called love

[Chorus]
This thing called love, I just can't handle it
This thing called love, I must get 'round to it
I ain't ready (Ooh ooh ooh ooh)

[Outro]
Crazy little thing called love
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah

"
11,All Over the World,Xanadu - Original Motion Picture Soundtrack,Electric Light Orchestra,1980-06-01,242333,51,"

[Verse 1]
Everybody all around the world
Gotta tell you what I just heard
There's gonna be a party all over the world
I got a message on the radio
But where it came from, I don't really know
And I heard these voices calling all over the world

[Chorus]
All over the world, everybody got the word
Everybody everywhere is gonna feel tonight

[Verse 2]
Everybody walkin' down the street
Everybody movin' to the beat
They're gonna get hot down in the U.S.A
(New York, Detroit, L.A.)
We're gonna take a trip across the sea
Everybody come along with me
We're gonna hit the night down in gay Paris
(C'est la vie, having your cup of tea)

[Chorus]
All over the world, everybody got the word
Everybody everywhere is gonna feel tonight

[Bridge]
(All over the world)
London, Hamburg, Paris, Rome
Rio, Hong Kong, Tokyo
L.A., New York, Amsterdam
Monte Carlo, Shard End and

[Chorus]
All over the world, everybody got the word
Everybody everywhere is gonna feel tonight

[Verse 3]
Everybody all around the world
Gotta tell you what I just heard
Everybody walkin' down the street
I know a place where we all can meet
Everybody gonna have a good time
Everybody will shine 'til the daylight

[Chorus]
All over the world, everybody got the word
Everybody everywhere is gonna feel tonight

[Outro]
All over the world, everybody got the word
All over the world, everybody got the word
All over the world, everybody got the word

"
12,Hit Me With Your Best Shot,Crimes Of Passion,Pat Benatar,1980-08-05,171266,70,"

[Intro]

[Verse 1]
Well you're the real tough cookie with a long history
Of breaking little hearts like the one in me
That's okay, let's see how you do it
Put up your dukes, let's get down to it

[Chorus]
Hit me with your best shot
Why don't you hit me with your best shot
Hit me with your best shot
Fire away

[Verse 2]
You come on with it, come on, you don't fight fair
That's okay, see if I care
Knock me down, it's all in vain
I get right back on my feet again

[Chorus]
Hit me with your best shot
Why don't you hit me with your best shot
Hit me with your best shot
Fire away

[Instrumental]

[Verse 3]
Well you're the real tough cookie with a long history
Of breaking little hearts like the one in me
Before I put another notch in my lipstick case
You better make sure you put me in my place

[Chorus]
Hit me with your best shot
C'mon, hit me with your best shot
Hit me with your best shot
Fire away

[Chorus]
Hit me with your best shot
Why don't you hit me with your best shot
Hit me with your best shot
Fire away

"
13,Ride Like the Wind,Christopher Cross,Christopher Cross,1979,275506,64,"

[Verse 1]
It is the night
My body's weak
I'm on the run
No time to sleep
I've got to ride
Ride like the wind
To be free again

[Chorus]
And I've got such a long way to go
To make it to the border of Mexico
So I'll ride like the wind
Ride like the wind

[Verse 2]
I was born the son of a lawless man
Always spoke my mind with a gun in my hand
Lived nine lives
Gunned down ten
Gonna ride like the wind

[Chorus]
And I've got such a long way to go
To make it to the border of Mexico
So I'll ride like the wind
Ride like the wind

[Verse 3]
Accused and tried and told to hang
I was nowhere in sight when the church bells rang
Never was the kind to do as I was told
Gonna ride like the wind before I get old

[Bridge]
It is the night
My body's weak
I'm on the run
No time to sleep
I've got to ride
Ride like the wind
To be free again

[Chorus]
And I've got such a long way to go
To make it to the border of Mexico
So I'll ride like the wind
Ride like the wind

And I've got a long way to go
To make it to the border of Mexico
So I'll ride like the wind
Ride like the wind

[Outro]
Gonna ride like the wind
Ride
Gonna ride like the wind
Gonna ride

"
14,I'm in the Mood for Dancing,Altogether,The Nolans,1982,198600,52,"

Ooh, Ooh

Yeah, Yeah

I'm in the mood for dancing, romancing
Ooh I'm giving it all tonight
I'm in the mood for chancing
I feel like dancing
Ooh so come on and hold me tight

Dancing, (dancing) I'm in the mood, babe
So let the music play
Ooh I'm dancing, (dancing) I'm in the groove, babe
So get on up and let your body sway (body sway)

I'm in the mood for dancing, romancing
You know I shan't ever stop tonight
I'm in the mood for chancing
I feel like dancing
Ooh from head to my toes
Take me again
And heaven who knows
Just where it will end

So dance, yeah let's dance, come on and dance
Dance, yeah let's dance, come on and dance

Ooh I'm in the mood for dancing, romancing
Ooh I'm giving it all tonight
I'm in the mood for chancing
I feel like dancing
Ooh so come on and hold me tight

Dancing, (dancing) just feel the beat, babe
That's all you've gotta do
I can't stop dancing (dancing)
So move your feet, babe
'Cos honey when I get up close to you (close to you)

I'm in the mood for dancing, romancing
You know I shan't ever stop tonight
I'm in the mood, I'm in the mood
I'm in the mood to dance
Yeah let's dance, come on and dance

I'm in the mood so baby dance

Yeah let's dance, c'mon and dance
I'm in the mood to take a chance
Yeah let's dance, c'mon and dance
Get on your feet now baby dance

"
15,Feels Like I'm in Love,Feels Like I'm in Love,Kelly Marie,1980,256666,55,"

My head is in a spin
My feet don't touch the ground
Because you're near to me
My head goes round and round
My knees are shaking baby
My heart it beats like a drum
It feels like
It feels like I'm in love

Ain't been this way before
But I know I'm turned on
It's time for something baby
I can't turn off
My knees are shaking baby
My heart it beats like a drum
It feels like
It feels like I'm in love
My knees shake
My heart beats like a drum

It feels like
It feels like I'm in love
My knees shake
My heart beats like a drum

My head is in a spin
My feet don't touch the ground
Because you're near to me
My head goes round and round
My knees are shaking baby
My heart it beats like a drum
It feels like
It feels like I'm in love
My knees shake
My heart beats like a drum

"
16,I Love a Rainy Night,All Time Greatest Hits,Eddie Rabbitt,1991,191066,62,"

Well, I love a rainy night
I love a rainy night
I love to hear the thunder
Watch the lightning
When it lights up the sky
You know it makes me feel good

Well, I love a rainy night
It's such a beautiful sight
I love to feel the rain
On my face
Taste the rain on my lips
In the moonlight shadow

Showers washed
All my cares away
I wake up to a sunny day
'Cause I love a rainy night
Yeah, I love a rainy night
Well, I love a rainy night
Well, I love a rainy night

Ooh-ooh

I love a rainy night
I love a rainy night
I love to hear the thunder
Watch the lightning
When it lights up the sky
You know it makes me feel good

Well, I love a rainy night
It's such a beautiful sight
I love to feel the rain
On my face
To taste the rain on my lips
In the moonlight shadows

Puts a song
In this heart of mine
Puts a smile on my face every time

'Cause I love a rainy night
Yeah, I love a rainy night
Ooh, I love a rainy night
Yeah, I love a rainy night

Ooh-ooh

[Instrumental Interlude]

Showers washed
All my cares away
I wake up to a sunny day
'Cause I love a rainy night
Yeah, I love a rainy night
Well, I love a rainy night
I love a rainy night
Well, I love a rainy night
You can see it in my eyes
Yeah, I love a rainy night
Well, it makes me high
Ooh, I love a rainy night
You know I do, yeah, yeah
I love a rainy night

I love a rainy night
You can see it in my eyes..

"
17,Upside Down,Diana,Diana Ross,1980-05-22,244826,65,"

[Intro]
I said, ""Upside down, you're turning me.""
You're giving love instinctively
'Round and 'round, you're turning me

[Chorus]
Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round and 'round

[Verse 1]
Instinctively, you give to me the love that I need
I cherish the moments with you
Respectfully, I say to thee
I'm aware that you're cheating
When no one makes me feel like you do

[Chorus]
Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round and 'round

[Verse 2]
I know you got charm and appeal
You always play the field
I'm crazy to think you're all mine
As long as the sun continues to shine
There's a place in my heart for you, that's the bottom line

[Chorus]
Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round and 'round

[Verse 1]
Instinctively, you give to me the love that I need
I cherish the moments with you
Respectfully, I say to thee
I'm aware that you're cheating
But no one makes me feel like you do

[Chorus]
Upside down
Boy, you turn me inside out
And 'round, 'round
Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round, 'round

[Outro]
Upside down, you're turning me
You're giving love instinctively
""'Round and 'round, you're turning me.""
I say to thee, respectfully
Upside down, you're turning me
You're giving love instinctively
""Around and around, you're turning me.""
I say to thee, respectfully
I said, ""Upside down, you're turning me.""
You're giving love instinctively
Around and around, you're turning me
I say to thee, respectfully
Upside down, you're turning me
You're giving love instinctively
""'Round and 'round, you're turning me.""
I say to thee, respectfully
Upside down, you're turning me

"
18,More Than I Can Say,Living In A Fantasy,Leo Sayer,1980,221040,50,"

Oh-woah-yay-yay
I love you more than I can say
I'll love you twice as much tomorrow, woah
Love you more than I can say

Oh-woah-yay-yay
I'll miss you every single day
Why must my life be filled with sorrow, oh
Love you more than I can say

Oh, don't you know I need you so
Oh, tell me please, I got to know
Do you mean to make me cry?
Am I just another guy?

Oh-woah-yay-yay
I miss you more than I can say
Why must my life be filled with sorrow, oh woah
Love you more than I can say

Oh, don't you know I need you so
So tell me please, I got to know
Do you mean to make me cry?
Am I just another guy?

Oh-woah-yay-yay
I love you more than I can say
I'll love you twice as much tomorrow, woah
Love you more than I can say
I love you more than I can say
I love you more than I can say, oh

(Mmm, more than I can say)
I'll love you twice as much tomorrow
(Mmm, more than I can say)
I'll love you twice as much tomorrow
(Mmm, more than I can say)
I love you more than I can say
(Mmm, more than I can say)
I love you more than words can say
(Mmm, more than I can say)
I love you more than I can say

"
19,Keep on Loving You,Hi Infidelity (30th Anniversary Edition),REO Speedwagon,1980,200293,70,"

[Verse 1]
You should've seen by the look in my eyes, baby
There was something missing
You should've known by the tone of my voice, maybe
But you didn't listen
You played dead
But you never bled
Instead you lay still in the grass
All coiled up and hissing

[Verse 2]
And though I know all about those men
Still I don't remember
'Cause it was us, baby, way before them
And we're still together

[Pre-Chorus]
And I meant, every word I said
When I said that I love you
I meant that I love you forever

[Chorus]
And I'm gonna keep on loving you
'Cause it's the only thing I wanna do
I don't wanna sleep
I just wanna keep on loving you

[Guitar Solo]

[Pre-Chorus]
And I meant, every word I said
When I said that I love you
I meant that I love you forever

[Chorus]
And I'm gonna keep on loving you
'Cause it's the only thing I wanna do
I don't wanna sleep
I just wanna keep on loving you
And I'm gonna keep on loving you
'Cause it's the only thing I wanna do
I don't wanna sleep
I just wanna keep on loving you

"
