,name,album,artist,release date,length,popularity,lyrics
231,Somebody That I Used To Know,Somebody That I Used To Know,Gotye,2011-01-01,244884,54,"

[Verse 1: Gotye]
Now and then I think of when we were together
Like when you said you felt so happy you could die
I told myself that you were right for me
But felt so lonely in your company
But that was love, and it's an ache I still remember

[Verse 2: Gotye]
You can get addicted to a certain kind of sadness
Like resignation to the end, always the end
So when we found that we could not make sense
Well, you said that we would still be friends
But I'll admit that I was glad it was over

[Chorus: Gotye]
But you didn't have to cut me off
Make out like it never happened and that we were nothing
And I don't even need your love
But you treat me like a stranger, and that feels so rough
No, you didn't have to stoop so low
Have your friends collect your records and then change your number
I guess that I don't need that though
Now you're just somebody that I used to know
Now you're just somebody that I used to know
Now you're just somebody that I used to know

[Verse 3: Kimbra]
Now and then I think of all the times you screwed me over
But had me believing it was always something that I'd done
But I don't wanna live that way
Reading into every word you say
You said that you could let it go
And I wouldn't catch you hung up on somebody that you used to know

[Chorus: Gotye & Kimbra]
But you didn't have to cut me off
Make out like it never happened and that we were nothing (Ahhh)
And I don't even need your love (Oooh)
But you treat me like a stranger, and that feels so rough (Ahhh)
No, you didn't have to stoop so low (Oooh)
Have your friends collect your records and then change your number (Ahhh)
I guess that I don't need that though (Oooh)
Now you're just somebody that I used to know

[Outro: Gotye]
Somebody (I used to know)
Somebody (Now you're just somebody that I used to know)
Somebody (I used to know)
Somebody (Now you're just somebody that I used to know)
(I used to know)
(That I used to know)
(I used to know)
Somebody

"
232,Impossible,James Arthur (Deluxe),James Arthur,2013-11-04,209440,76,"

[Intro]
Mmm-hmm, mm

[Verse 1]
I remember years ago
Someone told me I should take
Caution when it comes to love, I did
And you were strong and I was not
My illusion, my mistake
I was careless, I forgot, I did

[Pre-Chorus]
And now when all is done
There is nothing to say
You have gone and so effortlessly
You have won, you can go ahead tell them

[Chorus]
Tell them all I know now
Shout it from the rooftops
Write it on the skyline
All we had is gone now
Tell them I was happy
And my heart is broken
All my scars are open
Tell them what I hoped would be
Impossible, impossible
Impossible, impossible

[Verse 2]
Falling out of love is hard
Falling for betrayal is worse
Broken trust and broken hearts
I know, I know
Thinking all you need is there
Building faith on love and words
Empty promises will wear
I know, I know

[Pre-Chorus]
And now when all is done
There is nothing to say
And if you're done with embarrassing me
On your own you can go ahead tell them

[Chorus]
Tell them all I know now
Shout it from the rooftops
Write it on the skyline
All we had is gone now
Tell them I was happy
And my heart is broken
All my scars are open
Tell them what I hoped would be
Impossible, impossible
Impossible, impossible

[Bridge]
I remember years ago
Someone told me I should take
Caution when it comes to love, I did

[Outro]
Tell them all I know now
Shout it from the rooftops
Write it on the skyline
All we had is gone now
Tell them I was happy
And my heart is broken
Hoped would be
Impossible (impossible), impossible (impossible)
Impossible, impossible
Impossible (impossible), impossible (impossible)
Impossible, impossible

"
233,Brokenhearted,Hello,Karmin,2012-05-07,227146,63,"

[Intro: Amy]
Oh, yeah
Uh, c'mon, yeah

[Verse 1: Amy]
This is more than the typical kinda thing
Felt a jones in my bones when you were touching me
Uh-oh, didn’t wanna take it slow
In a daze, goin' craze, I can barely think
You’re replayin' in my brain, find it hard to sleep
Uh-oh, waitin' for my phone to blow
Uh-oh, yup

[Pre-Chorus: Amy]
Now I’m here in a sticky situation
Got a bit of trouble, yup, and now I’m pacin'
Five minutes, ten minutes, now it’s been an hour
I don’t wanna think too hard, but I’m sour
Uh-oh, I can’t seem to let you go

[Chorus: Amy]
See, I’ve been waitin' all day for you to call me, baby
So let’s get up, let’s get on it
Don’t you leave me brokenhearted tonight
Come on, that’s right
Honest, baby, I’ll do anything you want to
So can we finish what we started?
Don’t you leave me brokenhearted tonight
Come on, that’s right, cheerio!

[Verse 2: Amy]
What’s the time? Such a crime, not a single word
Sippin' on that Patrón, just to calm my nerves
Uh-oh, poppin’ bottles by the phone, oh yeah
Had me up, had me down, turned me inside out
That’s enough, call me up, baby, I’m in doubt
Uh-oh, and I don’t even think you know
No, no, no

[Chorus: Amy]
See, I’ve been waitin' all day for you to call me, baby
So let’s get up, let’s get on it
Don’t you leave me brokenhearted tonight
Come on, that’s right
Honest, baby, I’ll do anything you want to
So can we finish what we started?
Don’t you leave me brokenhearted tonight
Come on, that’s right, cheerio, ay

[Bridge: Amy]
Anything you wanna do, I’ll be on it too
Everything you said, is like gold with a view
Business in the front, party in the back
Maybe I was wrong, was the outfit really wack?
This kinda thing doesn’t happen usually
I’m on the opposite side of it, truthfully
I know you want it, so come and get it
Cheerio

[Chorus: Amy]
See, I’ve been waitin' all day for you to call me, baby (Yeah, yeah, yeah)
So let’s get up, let’s get on it
Don’t you leave me brokenhearted tonight (Oh-oh-whoa-oh, yeah)
Honest, baby, I’ll do anything you want to (Thing that you want)
So can we finish what we started?
Don’t you leave me brokenhearted tonight (Hey!)
Come on, uh, that’s right! Cheeri-cheerio, uh

[Outro: Amy]
When you gonna call?
Don’t leave me brokenhearted
I’ve been waiting up, let’s finish what we started
Oh-oh (Oh-oh), I can’t seem to let you go
Come on, that’s right, cheerio, uh

"
234,Don't You Worry Child - Radio Edit,Don't You Worry Child,Swedish House Mafia,2012-09-14,212862,77,"

[Verse 1: John Martin]
There was a time I used to look into my father's eyes
In a happy home, I was a king, I had a golden throne
Those days are gone, now the memories on the wall
I hear the songs from the places where I was born

[Bridge: John Martin]
Up on the hill across the blue lake
That's where I had my first heartbreak
I still remember how it all changed
My father said

[Hook: John Martin]
Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah!
Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah!

[Verse 2: John Martin]
There was a time, I met a girl of a different kind
We ruled the world, I thought I'll never lose her out of sight
We were so young, I think of her now and then
I still hear the songs reminding me of a friend

[Bridge: John Martin]
Up on the hill across the blue lake
That's where I had my first heartbreak
I still remember how it all changed
My father said

[Hook: John Martin]
Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah!

[Bridge: John Martin]
Oh, oh, oh, oh, oh, oh, oh!
Oh, oh, oh, oh, oh, oh, oh!
Oh, oh, oh, oh, oh, oh, oh!
See heaven's got a plan for you

[Hook: John Martin]
Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah!

[Outro: John Martin]
Oh, oh, oh, oh, oh, oh, oh!
Oh, oh, oh, oh, oh, oh, oh!
Oh, oh, oh, oh, oh, oh, oh!
Yeah!

"
235,Demons,Night Visions,Imagine Dragons,2012-09-04,175200,71,"

[Verse 1]
When the days are cold and the cards all fold
And the saints we see are all made of gold
When your dreams all fail and the ones we hail
Are the worst of all, and the blood's run stale

[Pre-Chorus]
I wanna hide the truth, I wanna shelter you
But with the beast inside, there's nowhere we can hide
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come

[Chorus]
When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide

[Verse 2]
At the curtain's call it's the last of all
When the lights fade out, all the sinners crawl
So they dug your grave and the masquerade
Will come calling out at the mess you've made

[Pre-Chorus]
Don't wanna let you down, but I am hell-bound
Though this is all for you, don't wanna hide the truth
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come

[Chorus]
When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide

[Bridge]
They say it's what you make, I say it's up to fate
It's woven in my soul, I need to let you go
Your eyes, they shine so bright, I wanna save that light
I can't escape this now, unless you show me how

[Chorus]
When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide

"
236,She Doesn't Mind,Tomahawk Technique,Sean Paul,2012-01-24,227786,70,"

[Intro]
Oh-oh, oh-oh, oh-oh, oh-oh-oh
Oh-oh, oh-oh, oh-oh

[Hook]
Girl I got you so high, and I know you like
So come and push it on me, if it feels alright
When you drop it low, and break me off
No, she doesn't mind, a'ight
She doesn't mind, a'ight
She doesn't mind
Girl I got you so...

[Verse 1]
Push it back 'pon it, bring it back 'pon it
Gimme di ting becah mi waah fi lock 'pon it
Wine it, wiggle it, set di track 'pon it
Two more shot, now we inna hot 'pon it
Two girl, and dem ready fi jump 'pon it
Two to my world, and mi ready fi tump 'pon it
Ready fi run 'pon it, ready fi dump 'pon it
Tag teaming fiyah truck mi pump on it

[Pre-Hook]
Hands up high, we burning up the sky
We got the dancefloor crazy, we got the club on fire
I like the way you dance, you got me in a trance
My baby she don't mind at all...

[Hook]
Girl I got you so high, and I know you like
So come and push it on me, if it feels alright
When you drop it low, and break me off
No, she doesn't mind, a'ight
She doesn't mind, a'ight
She doesn't mind

[Hook]
Girl I got you so high, and I know you like
So come and push it on me, if it feels alright
When you drop it low, and break me off
No, she doesn't mind, a'ight
She doesn't mind, a'ight
She doesn't mind

[Verse 2]
Whine yuh fi whine it, girl
Same time, ah time, she ah time it, girl
Same time I line mi align mi top
Fi pose sign it, prime mi ah prime it, girl
Dis ah nuh crime weh mi climb it, girl
Set di temperature, di climate it, girl
Check di rhyme, when mi ah rhyme it
She combine it, dis approve a private world

[Pre-Hook]
Hands up high, we burning up the sky
We got the dancefloor crazy, got the club on fire
I like the way you dance, you got me in a trance
My baby she don't mind at all...

[Hook]
Girl I got you so high, and I know you like
So come and push it on me, if it feels alright
When you drop it low, and break me off
No, she doesn't mind, a'ight
She doesn't mind, a'ight
She doesn't mind

[Hook]
Girl I got you so high, and I know you like
So come and push it on me, if it feels alright
When you drop it low, and break me off
No, she doesn't mind, a'ight
She doesn't mind, a'ight
She doesn't mind

[Bridge]
Ain't gonna be shy about it
Ain't telling no lie
Girl I'm a animal, animal
Animal, animal...
I'm breaking it down for the night and
I want you to come for the ride
Let's win it out, win it out
Win it out, win it out...
Let's go!

Oh-oh, oh-oh, oh-oh, oh-oh-oh
She don't mind girl!
Oh-oh, oh-oh, oh-oh
Come on!

[Hook]
Girl I got you so high, and I know you like
So come and push it on me, if it feels alright
When you drop it low, and break me off
No, she doesn't mind, a'ight
She doesn't mind, a'ight
She doesn't mind

[Hook]
Girl I got you so high, and I know you like (Let's go!)
So come and push it on me, if it feels alright
When you drop it low, and break me off
No, she doesn't mind, a'ight
She doesn't mind, a'ight
She doesn't mind
Girl I got you so...

"
237,Stay,Unapologetic (Deluxe),Rihanna,2012-12-11,240706,75,"

[Verse 1: Rihanna]
All along it was a fever
A cold sweat, hot-headed believer
I threw my hands in the air, said, ""Show me something""
He said, “If you dare, come a little closer”

[Pre-Chorus: Rihanna]
Round and around and around and around we go
Oh now, tell me now, tell me now, tell me now you know

[Chorus: Rihanna]
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
And it takes me all the way
I want you to stay

[Verse 2: Mikky Ekko]
It's not much of a life you're living
It's not just something you take, it's given

[Pre-Chorus: Mikky Ekko]
Round and around and around and around we go
Oh, now tell me now, tell me now, tell me now you know

[Chorus: Mikky Ekko]
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
And it takes me all the way
And I want you to stay

[Bridge: Rihanna & Mikky Ekko]
Ooh, the reason I hold on
Ooh, 'cause I need this hole gone
Funny you're the broken one
But I'm the only one who needed saving
'Cause when you never see the light
It's hard to know which one of us is caving

[Chorus: Rihanna & Mikky Ekko]
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
And it takes me all the way
I want you to stay

[Outro: Rihanna & Mikky Ekko]
Stay
I want you to stay
Ooh

"
238,Primadonna,Electra Heart (Deluxe),MARINA,2012-04-30,221075,67,"

[Chorus]
Primadonna girl, yeah
All I ever wanted was the world
I can't help that I need it all
The primadonna life, the rise and fall
You say that I'm kinda difficult
But it's always someone else's fault
Got you wrapped around my finger, babe
You can count on me to misbehave
Primadonna girl

[Verse 1]
Would you do anything for me?
Buy a big diamond ring for me?
Would you get down on your knees for me?
Pop that pretty question right now, baby
Beauty queen on a silver screen
Living life like I'm in a dream
I know I've got a big ego
I really don't know why it's such a big deal though

[Refrain 1]
(Ooh) And I'm sad to the core, core, core
(Yeah) Every day is a chore, chore, chore
(Wow) When you give, I want more, more, more
I wanna be adored

[Chorus]
'Cause I'm a Primadonna girl, yeah
All I ever wanted was the world
I can't help that I need it all
The primadonna life, the rise and fall
You say that I'm kinda difficult
But it's always someone else's fault
Got you wrapped around my finger, babe
You can count on me to misbehave
Primadonna girl

[Verse 2]
Fill the void up with celluloid
Take a picture, I'm with the boys
Get what I want 'cause I ask for it
Not because I'm really that deserving of it
Living life like I'm in a play
In the limelight I want to stay
I know I've got a big ego
I really don't know why it's such a big deal though

[Refrain 2]
(Ooh) Going up, going down, down, down
(Yeah) Anything for the crown, crown, crown
(Wow) When the lights dimming down, down, down
I spin around

[Bridge]
'Cause I'm a Primadonna girl, yeah
All I ever wanted was the world
I can't help that I need it all
The primadonna life, the rise and fall
You say that I'm kinda difficult
But it's always someone else's fault
Got you wrapped around my finger, babe
You can count on me to misbehave

[Chorus]
Primadonna girl, yeah
All I ever wanted was the world
I can't help that I need it all
The primadonna life, the rise and fall
You say that I'm kinda difficult
But it's always someone else's fault
Got you wrapped around my finger, babe
You can count on me to misbehave
Primadonna girl

"
239,I Love It,Icona Pop,Icona Pop,2012-01-01,156773,51,"

[Chorus: Icona Pop & Charli XCX]
I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge, I don't care!
I love it, I don't care!
I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge, I don't care!
I love it, I don't care!

[Bridge: Icona Pop]
You're on a different road, I'm in the Milky Way
You want me down on Earth, but I am up in space
You're so damn hard to please, we gotta kill this switch
You're from the '70s, but I'm a '90s bitch

[Chorus: Icona Pop & Charli XCX]
I love it! I love it!
I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge, I don't care!
I love it, I don't care!
I love it, I love it!
I don't care! I love it
I don't care!

[Bridge: Icona Pop]
You're on a different road, I'm in the Milky Way
You want me down on Earth, but I am up in space
You're so damn hard to please, we gotta kill this switch
You're from the '70s, but I'm a '90s bitch

[Outro: Icona Pop & Charli XCX]
I don't care! I love it
I don't care! I love it, I love it
I don't care! I love it
I don't care! I love it, I love it
I don't care! I love it

"
240,Not Over You,Sweeter,Gavin DeGraw,2011-09-16,218520,68,"

[Verse 1]
Dreams: that's where I have to go
To see your beautiful face anymore
I stare at a picture of you and listen to the radio
Hope, hope there's a conversation
We both admit we had it good
But until then it's alienation, I know
That much is understood
And I realize

[Chorus]
If you ask me how I'm doing
I would say I'm doing just fine
I would lie and say that you're not on my mind
(You're not on my mind, you're not on my mind)
But I go out and I sit down at a table set for two
And finally I'm forced to face the truth
No matter what I say, I'm not over you
Not over you (not over you)

[Verse 2]
Damn, damn girl you do it well
And I thought you were innocent
Took this heart and put it through hell
But still you're magnificent
I, I'm a boomerang, doesn't matter how you throw me
I turn around and I'm back in the game
Even better than the old me (Old me)
But I'm not even close without you

[Chorus]
If you ask me how I'm doing
I would say I'm doing just fine
I would lie and say that you're not on my mind
(You're not on my mind, you're not on my mind)
But I go out and I sit down at a table set for two
And finally I'm forced to face the truth
No matter what I say, I'm not over you

[Bridge]
And if I had the chance to renew
You know there isn't a thing I wouldn't do
I could get back on the right track
But only if you'd be convinced
So until then...

[Chorus]
If you ask me how I'm doing
I would say I'm doing just fine
I would lie and say that you're not on my mind
But I go out and I sit down at a table set for two
And finally I'm forced to face the truth
No matter what I say, I'm not over you

[Outro]
Not over you (Not over you)
Not over you (Not over you)
Not over you (Not over you)

"
241,Wide Awake,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,220946,66,"

[Intro]
I'm wide awake
I'm wide awake
I'm wide awake

[Verse 1]
Yeah, I was in the dark
I was falling hard
With an open heart (I'm wide awake)
How did I read the stars so wrong? (I'm wide awake)
And now it's clear to me
That everything you see
Ain't always what it seems (I'm wide awake)
Yeah, I was dreaming for so long

[Pre-Chorus]
I wish I knew then, what I know now
Wouldn't dive in, wouldn't bow down
Gravity hurts, you made it so sweet
'Til I woke up on, on the concrete

[Chorus]
Falling from cloud nine
Crashing from the high
I'm letting go tonight
Yeah, I'm falling from cloud nine

[Verse 2]
I'm wide awake
Not losing any sleep
I picked up every piece
And landed on my feet (I'm wide awake)
Need nothing to complete myself, no (I'm wide awake)
Yeah, I am born again
Out of the lion's den
I don't have to pretend (And it's too late)
The story's over now, the end

[Pre-Chorus]
I wish I knew then, what I know now
Wouldn't dive in, wouldn't bow down
Gravity hurts, you made it so sweet
'Til I woke up on, on the concrete

[Chorus]
Falling from cloud nine (It was out of the blue, I'm)
Crashing from the high
I'm letting go tonight (Yeah, I'm letting you go, I'm)
I'm falling from cloud nine (I'm wide awake)

[Bridge]
Thunder rumbling
Castles crumbling (I'm wide awake)
I am trying to hold on (I'm wide awake)
God knows that I tried
Seeing the bright side (I'm wide awake)
But I'm not blind anymore

[Interlude]
I'm wide awake
I'm wide awake

[Chorus]
Yeah, I'm falling from cloud nine (It was out of the blue, I'm)
Crashing from the high
You know, I'm letting go tonight (Yeah, I'm letting you go, I'm)
I'm falling from cloud nine

[Outro]
I'm wide awake
I'm wide awake
I'm wide awake
I'm wide awake
I'm wide awake

"
242,Blow Me (One Last Kiss),The Truth About Love,P!nk,2012-09-18,255586,66,"

[Verse 1]
White knuckles
And sweaty palms from hanging on too tight
Clenched shut jaw
I've got another headache again tonight
Eyes on fire, eyes on fire
And they burn from all the tears
I've been crying, I've been crying
I've been dying over you
Tie a knot in the rope
Tryna hold, tryna to hold
But there's nothing to grab
So I let go

[Chorus]
I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

[Verse 2]
I won't miss
All of the fighting that we always did
Take it in
I mean what I say when I say there is nothing left
No more sick Whiskey dick
No more battles for me
You'll be calling a trick
'Cause you no longer sleep
I'll dress nice, I'll look good
I'll go dancing alone
I will laugh, I'll get drunk
I'll take somebody home

[Chorus]
I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

[Interlude]
Da, da da da da, da da da da
Blow me one last kiss
Da, da da da da, da da da da
Blow me one last kiss

[Bridge]
I will do what I please
Anything that I want
I will breathe, I will breathe
I won't worry at all
You will pay for your sins
You'll be sorry, my dear
All the lies, all the ""why's"" will be crystal clear

[Chorus]
I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

[Interlude]
La la la la la, la la la la la, la la la la la
Blow me one last kiss
La la la la la, la la la la la, la la la la la
Blow me one last kiss

[Chorus]
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

"
243,Let Her Go,All The Little Lights,Passenger,2012-11-05,252866,73,"

[Produced by Mike Rosenberg and Chris Vallejo]
[Video by Dave Jensen and Tavic]

[Hook]
Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go...

[Verse 1]
Staring at the bottom of your glass
Hoping one day you'll make a dream last
But dreams come slow and they go so fast
You see her when you close your eyes
Maybe one day you'll understand why
Everything you touch surely dies

[Hook]
But you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

[Verse 2]
Staring at the ceiling in the dark
Same old empty feeling in your heart
'Cause love comes slow and it goes so fast
Well you see her when you fall asleep
But never to touch and never to keep
'Cause you loved her too much and you dived too deep

[Hook]
Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go...

[Bridge]
Oh, oh, woah, oh, oh
And you let her go
Oh, oh, woah, oh, oh
When you let her go
Whoa

[Hook]
'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go...

"
244,On Top Of The World,Night Visions,Imagine Dragons,2012-09-04,192280,74,"

[Verse 1]
If you love somebody
Better tell them while they're here 'cause
They just may run away from you
You'll never know quite when, well
Then again, it just depends on
How long of time is left for you
I've had the highest mountains
I've had the deepest rivers
You can have it all, but life keeps moving

[Pre-Chorus]
Now take it in but don't look down...

[Chorus]
'Cause I'm on top of the world, hey
I'm on top of the world, hey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, hey
Been holding it in for a while, hey
Take you with me if I can
Been dreaming of this since a child
I'm on top of the world

[Verse 2]
I've tried to cut these corners
Try to take the easy way out
I kept on falling short of something
I could've gave up then, but
Then again, I couldn't have 'cause
I've traveled all this way for something

[Pre-Chorus]
Now take it in, but don't look down...

[Chorus]
'Cause I'm on top of the world, hey
I'm on top of the world, hey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, hey
Been holding it in for a while, hey
Take you with me if I can
Been dreaming of this since a child
I'm on top of the world

[Post-Chorus]
Oh-woah, oh-oh, oh-oh
Oh-woah, oh-oh

[Chorus]
'Cause I'm on top of the world, hey
I'm on top of the world, hey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, hey
Been holding it in for a while, hey
Take you with me if I can
Been dreaming of this since a child

[Bridge]
And I know it's hard when you're falling down
And it's a long way up when you hit the ground, but
Get up, now, get up, get up, now
And I know it's hard when you're falling down
And it's a long way up when you hit the ground, but
Get up, now, get up, get up, now

[Outro]
'Cause I'm on top of the world, hey
(And I know it's hard when you're falling down)
I'm on top of the world, hey
(And it's a long way up when you hit the ground, but)
Waiting on this for a while now
(Get up, now, get up)
Paying my dues to the dirt
(Get up, now)
I've been waiting to smile, hey
(And I know it's hard when you're falling down)
Been holding it in for a while, hey
(And it's a long way up when you hit the ground, but)
Take you with me if I can
(Get up, now, get up)
Been dreaming of this since a child
(Get up, now)
I'm on top of the world

"
245,Some Nights,Some Nights,fun.,2012-02-21,277040,70,"

[Chorus]
Some nights, I stay up cashing in my bad luck
Some nights, I call it a draw
Some nights, I wish that my lips could build a castle
Some nights, I wish they'd just fall off
But I still wake up, I still see your ghost
Oh, Lord, I'm still not sure what I stand for, oh
(Oh-ooh-whoa) What do I stand for?
(Oh-ooh-whoa) What do I stand for?
Most nights, I don't know anymore

[Refrain]
Oh-whoa, oh-ooh-whoa-oh
Oh-ooh-whoa-oh, oh-oh
Oh-whoa, oh-ooh-whoa-oh
Oh-ooh-whoa-oh, oh-oh

[Verse 1]
This is it, boys, this is war
(Oh-whoa, oh-ooh-whoa-oh)
What are we waiting for?
(Oh-ooh-whoa-oh, oh-oh)
Why don't we break the rules already?
I was never one to believe the hype
(Oh-whoa, oh-ooh-whoa-oh)
Save that for the black and white
(Oh-ooh-whoa-oh, oh-oh)
Try twice as hard and I'm half as liked
But here they come again to jack my style

[Bridge]
And that's alright (That's Alright)
I found a martyr in my bed tonight
She stops my bones from wondering
Just who I, who, I, who I am
Oh, who am I? Mmm, mmm

[Chorus]
Well, some nights, I wish that this all would end
'Cause I could use some friends for a change
And some nights, I'm scared you'll forget me again
Some nights, I always win (I always win)
But I still wake up, I still see your ghost
Oh Lord, I'm still not sure what I stand for, oh
(Oh-ooh-whoa-oh) What do I stand for?
(Oh-ooh-whoa-oh) What do I stand for?
Most nights, I don't know

[Bridge]
(Oh, come on) So this is it?
I sold my soul for this?
Washed my hands of that for this?
I miss my mom and dad for this?
(Oh, come on) No, when I see stars, when I s-
When I see stars, that's all they are
When I hear songs, they sound like a swan
So come on, oh come on, oh come on
Oh come on

[Verse 2]
Well, that is it, guys, that is all
(Oh-whoa, oh-ooh-whoa-oh)
Five minutes in, and I'm bored again
(Oh-ooh-whoa-oh, oh-oh)
Ten years of this, I'm not sure if anybody understands
This one is not for the folks at home
(Oh-whoa, oh-ooh-whoa-oh)
Sorry to leave, Mom, I had to go
(Oh-ooh-whoa-oh, oh-oh)
Who the fuck wants to die alone
All dried up in the desert sun?

[Bridge]
My heart is breaking for my sister
And the con that she called ""love""
And then I look into my nephew's eyes
Man, you wouldn't believe
The most amazing things
That can come from
Some terrible nights

[Refrain]
Oh-whoa, oh-ooh-whoa-oh
Oh-ooh-whoa-oh, oh-oh
Oh-whoa, oh-ooh-whoa-oh
Oh-ooh-whoa-oh, oh-oh

[Outro]
The other night, you wouldn't believe
The dream I just had about you and me
I called you up, but we both agreed
It's for the best you didn't listen
It's for the best we get our distance, oh
For the best you didn't listen
It's for the best we get our distance, oh

"
