,name,album,artist,release date,length,popularity,lyrics
142,Show Me How to Live,Audioslave,Audioslave,2002-11-17,277840,68,"

[Verse 1]
And with the early dawn moving right along
I couldn't buy an eyeful of sleep
And in the aching night under satellites
I was not received
Built with stolen parts, a telephone in my heart
Someone get me a priest
To put my mind to bed, this ringing in my head
Is this a cure or is this a disease?

[Chorus]
Nail in my head from my creator
You gave me life, now show me how to live
Nail in my head from my creator
You gave me life, now show me how to live

[Verse 2]
And in the after birth on the quiet earth
Let the stains remind you
You thought you made a man, you better think again
Before my role defines you

[Chorus]
Nail in my head from my creator
You gave me life, now show me how to live
Nail in my head from my creator
You gave me life, now show me how to live

[Instrumental Interulde]

[Bridge]
And in your waiting hands, I will land
And roll out of my skin
And in your final hours, I will stand
Ready to begin
Ready to begin
Ready to begin
Ready to begin

[Chorus]
Nail in my head from my creator
You gave me life, now show me how to live
Nail in my head from my creator
You gave me life, now show me how to live

[Outro]
Show me how to live
Show me how to live
Show me how to live
Show me how to live

"
143,She Loves Me Not,lovehatetragedy,Papa Roach,2002-01-01,209572,60,"

[Verse 1]
When I see her eyes
Look into my eyes
Then I realize that
She could see inside my head
So I close my eyes
Thinking that I could hide
Disassociate so I don't have to lose my head
This situation leads to agitation
Will she cut me off?
Will this be an amputation?

[Chorus]
I don't know if I care
I'm the jerk
Life's not fair
Fighting all the time
This is out of line
She loves me not
Loves me not
Do you realize I won't compromise
She loves me not
Loves me not

[Verse 2]
Over the past five years
I have shed my tears
I have drank my beers and watched my fears fly away
And until this day
She still swings my way
But it's sad to say sometimes
She says she loves me not
But I hesitate
To tell her I hate
This relationship
I want out today
This is over

[Chorus]
I don't know if I care
I'm the jerk
Life's not fair
Fighting all the time
This is out of line
She loves me not
Loves me not
Do you realize I won't compromise
She loves me not
Loves me not

Life's not fair
I'm the jerk

[Verse 3]
Line for line
Rhyme for rhyme
Sometimes we be fighting all the goddamn time -it's making me sick
Relationship is getting ill
Piss drunk stupid
Mad
On the real
Could you feel what I feel
What's the deal girl?
Tearing up each other's world
We should be in harmony
Boy and girl
That is the promise we made
Back in the day
We told each other things wouldn't be this way
I think we should work this out
It's all right baby we can scream and shout

[Chorus]
I don't know if I care
I'm the jerk
Life's not fair
Fighting all the time
This is out of line
She loves me not
Loves me not
Do you realize I won't compromise
She loves me not
Loves me not

Life's not fair
Life's not fair
Life's not fair

I'm the jerk
Life's not fair

[Outro]
She loves me not
Loves me not

"
144,Get Free,Highly Evolved,The Vines,2002-01-01,126573,62,"

[Chorus]
I'm gonna get free
I'm gonna get free
I'm gonna get free
Ride into the sun
She never loved me
She never loved me
She never loved me
Why should anyone?

(Come here, come here, come here)
I'll take your photo for ya
(Come here, come here, come here)
Drive you around the corner
(Come here, come here, come here)
You know you really oughta
(Come here, come here, come here)
Move outta California

[Verse 1]
Get (Get)
Me (Me)
Far (Far)
When I've a lot to lose
Save (Save)
Me (Me)
From (From)
Here

[Bridge]
(Come here, come here, come here)
(Come here, come here, come here)
(Come here, come here, come here)
(Come here, come here, come here)
When it's breeding time
Look into your mind away

[Chorus]
I'm gonna get free
I'm gonna get free
I'm gonna get free
Ride into the sun
She never loved me
She never loved me
She never loved me
Why should anyone?

(Come here, come here, come here)
I'll take your photo for ya
(Come here, come here, come here)
Drive you around the corner
(Come here, come here, come here)
You know you really oughta
(Come here, come here, come here)
Move outta California

"
145,By the Way,By the Way (Deluxe Edition),Red Hot Chili Peppers,2002-07-09,216933,72,"

[Chorus]
Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for
Dani, the girl, is singing songs to me
Beneath the marquee, overload

[Verse 1]
Steak knife, card shark
Con job, boot cut
Skin that flick, she's such a little DJ
To get there quick by street but not the freeway
Turn that trick to make a little leeway
Beat that nic, but not the way that we play
Dogtown, blood bath
Rib cage, soft tail

[Chorus]
Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for

[Verse 2]
Black jack, dope dick
Pawn shop, quick pick
Kiss that dyke, I know you want to hold one
Not on strike but I'm about to bowl one
Bite that mic, I know you never stole one
Girls that like a story, so I told one
Song bird, main line
Cash back, hard top

[Chorus]
Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for
Dani, the girl, is singing songs to me
Beneath the marquee, oversold
By the way, I tried to say
I'd be there waiting for

[Bridge]
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah

[Chorus]
Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for
Dani, the girl, is singing songs to me
Beneath the marquee, oversold
By the way, I tried to say
I know you from before

[Outro]
Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for

"
146,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,2002-01-01,187146,65,"

[Verse 1]
She said, ""I'll throw myself away
They're just photos after all""
I can't make you hang around
I can't wash you off my skin
Outside the frame is what we're leaving out
You won't remember anyway

[Chorus]
I can go with the flow
Don't say it doesn't matter (With the flow)
Matter anymore
I can go with the flow (I can go)
Do you believe it in your head?

[Verse 2]
It's so safe to play along
Little soldiers in a row
Falling in and out of love
Something sweet to throw away
I want something good to die for
To make it beautiful to live
I want a new mistake
Lose is more than hesitate
Do you believe it in your head?

[Chorus]
I can go with the flow
Don't say it doesn't matter (With the flow)
Matter anymore
I can go with the flow (I can go)
Do you believe it in your head?

[Outro]
Do you believe it in your head?
Do you believe it in your head?

"
147,Times Like These,One By One (Expanded Edition),Foo Fighters,2002-10-22,265560,66,"

[Instrumental Intro]

[Verse 1]
I, I'm a one way motorway
I'm the one that drives away, follows you back home
I, I'm a street light shining
I'm a white light blinding bright, burning off and on
Uh-huh

[Chorus]
It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again

[Verse 2]
I, I'm a new day rising
I'm a brand new sky to hang the stars upon tonight
But I, I'm a little divided
Do I stay or run away and leave it all behind?
Uh-huh

[Chorus]
It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again

[Instrumental Break with vocalizations]

[Chorus]
It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again
It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again

[Outro]
It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again

"
148,Here To Stay,Untouchables,Korn,2002,270960,57,"

[Verse 1]
This time, I'm taking it away
I've got a problem
With me getting in the way
Not by design
So I take my face
And bash it into a mirror
I won't have to see the pain
Pain, pain!

[Pre-Chorus]
This state is elevating
As the hurt turns into hating
Anticipating all the fucked up feelings again!

[Chorus]
The hurt inside is fading (aah-aah-aah)
This shit's gone way too far
All this time, I've been waiting
Oh, I cannot grieve anymore
For what's inside awaking (aah-aah-aah)
I'm not, I'm not a whore
You've taken everything and (aah-aah-aah)
Oh, I cannot give any more

[Verse 2]
My mind's done with this, okay?
I've got a question
Can I throw it all away?
Take back what's mine
So I take my time
Guiding the blade down the line
Each cut closer to the vein
Vein, vein

[Pre-Chorus]
This state is elevating
As the hurt turns into hating
Anticipating all the fucked up feelings again!

[Chorus]
The hurt inside is fading (aah-aah-aah)
This shit's gone way too far
All this time, I've been waiting
Oh, I cannot grieve anymore
For what's inside awaking (aah-aah-aah)
I'm not, I'm not a whore
You've taken everything and (aah-aah-aah)
Oh, I cannot give any more

[Refrain]
I'm here to stay (ha-aah)
Bring it down! (aah)
I'm here to stay (aah)
Bring it down! (aah)
I'm here to stay (aah)
Bring it down! (aah)
I'm here to stay (aah)

[Breakdown]
Bring it down!
Bring it down!
Bring it down!
Bring it down!
Gonna break it down!
Gonna break it down!
Gonna break it down!
Gonna break it down!
Gonna break it down!
Gonna break it down!
Gonna break it down!
Gonna break it!

[Pre-Chorus]
This state is elevating
As the hurt turns into hating
Anticipating all the fucked up feelings again!

[Chorus]
The hurt inside is fading (aah-aah-aah)
This shit's gone way too far
All this time, I've been waiting
Oh, I cannot grieve anymore
For what's inside awaking (aah-aah-aah)
I'm not, I'm not a whore
You've taken everything and (aah-aah-aah)
Oh, I cannot give any more

[Outro]
(Aah-aah-aah)
Give any more! (aah-aah-aah)
Give any more! (aah-aah-aah)
Give any more! (aah-aah-aah)
Give any more!

"
149,When I'm Gone,Away From The Sun,3 Doors Down,2002-11-12,260333,68,"

[Verse 1]
There's another world inside of me that you may never see
There's secrets in this life that I can't hide
But somewhere in this darkness
There's a light that I can't find
Well maybe it's too far away, yeah
Or maybe I'm just blind
Or maybe I'm just blind

[Chorus]
So hold me when I'm here
Right me when I'm wrong
Hold me when I'm scared
And love me when I'm gone
Everything I am and everything in me
Wants to be the one you wanted me to be
I'd never let you down
Even if I could
I'd give up everything
If only for your good
So hold me when I'm here
Right me when I'm wrong
You can hold me when I'm scared
You won't always be there
So love me when I'm gone
Love me when I'm gone

[Verse 2]
When your education x-ray
Cannot see under my skin
I won't tell you a damn thing
That I could not tell my friends
Roaming through this darkness
I'm alive, but I'm alone
And part of me is fighting this
But part of me is gone

[Chorus]
So hold me when I'm here
Right me when I'm wrong
Hold me when I'm scared
And love me when I'm gone
Everything I am and everything in me
Wants to be the one you wanted me to be
I'd never let you down
Even if I could
I'd give up everything
If only for your good
So hold me when I'm here
Right me when I'm wrong
You can hold me when I'm scared
You won't always be there
So love me when I'm gone
Love me when I'm gone

[Refrain]
Or maybe I'm just blind

[Chorus]
So hold me when I'm here
Right me when I'm wrong
Hold me when I'm scared
And love me when I'm gone
Everything I am and everything in me
Wants to be the one you wanted me to be
I'd never let you down
Even if I could
I'd give up everything
If only for your good
So hold me when I'm here
Right me when I'm wrong
You can hold me when I'm scared
You won't always be there
So love me when I'm gone
Love me when I'm gone
Love me when I'm gone

[Outro]
Love me when I'm gone
When I'm gone
When I'm gone
When I'm gone

"
150,The Anthem,The Young and The Hopeless,Good Charlotte,2002-10-04,175093,73,"

[Intro]
Yeah...
Here we go...

[Verse 1]
It's a new day, but it all feels old
""It's a good life!"" That's what I'm told
But everything, it all just feels the same
At my high school, it felt more to me
Like a jail cell, a penitentiary
My time spent there, it only made me see

[Pre-Chorus]
That I don't ever wanna be like you
I don't wanna do the things you do
I'm never gonna hear the words you say
And I don't ever wanna

[Chorus]
I don't ever wanna be you
Don't wanna be just like you
Uh, what I'm saying is
This is the anthem, throw all your hands up
You, don't wanna be you

[Verse 2]
""Go to college or university
Get a real job!"" That's what they said to me
But I could never live the way they want
I'm gonna get by and just do my time
Out of step while they all get in line
I'm just a minor threat, so pay no mind

[Pre-Chorus]
Do you really wanna be like them?
Do you really wanna be another trend?
Do you wanna be part of that crowd?
'Cause I don't ever wanna

[Chorus]
I don't ever wanna be you
Don't wanna be just like you
Uh, what I'm saying is
This is the anthem, throw all your hands up
You! Don't wanna be you!

[Bridge]
You shake it once, that's fine
You shake it twice, that's okay
You shake it three times
You're playing with yourself again

[Guitar Solo]

[Breakdown]
You! Don't wanna be just like you!
What I'm saying is
This is the anthem, throw all your hands up
Y'all got to feel me, sing if you're with me
You! Don't wanna be just like you (Be just like you!)
This is the anthem, throw all your hands up
Y'all got to feel me, sing if you're with me

[Outro]
Another loser anthem (Whoa-oh)
Another loser anthem (Whoa-oh)
Another loser anthem (Whoa-oh)
Another loser anthem!

"
151,Always,Back Into Your System,Saliva,2002-01-01,231200,51,"

[Verse 1]
I hear a voice say, ""Don't be so blind""
It's telling me all these things
That you would probably hide
Am I your one and only desire?
Am I the reason you breathe?
Or am I the reason you cry?

[Pre-Chorus]
Always
Always
Always
Always
Always
Always
Always
I just can't live without you

[Chorus]
I love you
I hate you
I can't get around you
I breathe you
I taste you
I can't live without you
I just can't take any more
This life of solitude
I guess that I'm out the door
And now I'm done with you

[Verse 2]
I feel like you don't want me around
I guess I'll pack all my things
I guess I'll see you around
It's all been bottled up until now
As I walk out your door
All I can hear is the sound

[Pre-Chorus]
Always
Always
Always
Always
Always
Always
Always
I just can't live without you

[Chorus]
I love you
I hate you
I can't get around you
I breathe you
I taste you
I can't live without you
I just can't take any more
This life of solitude
I guess that I'm out the door
And now I'm done with you

[Refrain]
I love you
I hate you
I can't live without you

I left my head around your heart
Why would you tear my world apart?

Always
Always
Always
Always

[Bridge]
I see the blood all over your hands
Does it make you feel more like a man?
Was it all just a part of your plan?
The pistol's shakin' in my hands
And all I hear is the sound

[Chorus]
I love you
I hate you
I can't live without you
I breathe you
I taste you
I can't live without you
I just can't take any more
This life of solitude
I guess that I'm out the door
And now I'm done with you

[Outro]
I love you
I hate you
I can't live without you

I love you
I hate you
I can't live without you
I just can't take any more
This life of solitude
I pick myself off the floor
And now I'm done with you
Always
Always
Always

"
152,Can't Stop,By the Way (Deluxe Edition),Red Hot Chili Peppers,2002-07-09,269000,79,"

[Verse 1]
Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation

[Verse 2]
Defunct, the pistol that you pay for
This punk, the feelin' that you stay for
In time I want to be your best friend
East side love is living on the West End

[Verse 3]
Knocked out, but, boy, you better come to (Oh, oh-oh)
Don't die, you know, the truth as some do (Oh-oh)
Go write your message on the pavement (Oh-oh)
Burn so bright, I wonder what the wave meant

[Pre-Chorus]
White heat is screamin' in the jungle (Oh, oh-oh)
Complete the motion if you stumble (Oh-oh)
Go ask the dust for any answers (Oh-oh)
Come back strong with fifty belly dancers

[Chorus]
The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to

[Verse 4]
Sweetheart is bleeding in the snow cone
So smart, she's leadin' me to ozone
Music, the great communicator
Use two sticks to make it in the nature

[Verse 5]
I'll get you into penetration
The gender of a generation
The birth of every other nation
Worth your weight, the gold of meditation

[Verse 6]
This chapter's gonna be a close one (Oh, oh-oh)
Smoke rings, I know you're gonna blow one (Oh-oh)
All on a spaceship, persevering (Oh-oh)
Use my hands for everything but steering

[Pre-Chorus]
Can't stop the spirits when they need you (Oh, oh-oh)
Mop tops are happy when they feed you (Oh-oh)
J. Butterfly is in the treetop (Oh-oh)
Birds that blow the meaning into bebop

[Chorus]
The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to

[Bridge]
Wait a minute, I'm passin' out
Win or lose, just like you
Far more shockin'
Than anything I ever knew
How 'bout you?
Ten more reasons why I need
Somebody new, just like you
Far more shockin'
Than anything I ever knew
Right on cue

[Guitar Solo]
3:18 - 3:30

[Verse 1]
Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation

[Verse 2]
Defunct, the pistol that you pay for (Oh, oh-oh)
This punk, the feelin' that you stay for (Oh-oh)
In time I want to be your best friend (Oh-oh)
East side love is living on the West End

[Verse 3]
Knocked out, but boy, you better come to (Oh, oh-oh)
Don't die, you know, the truth is some do (Oh-oh)
Go write your message on the pavement (Oh-oh)
Burn so bright, I wonder what the wave meant

[Verse 7]
Kick start the golden generator
Sweet talk but don't intimidate her
Can't stop the gods from engineering
Feel no need for any interfering

[Verse 8]
Your image in the dictionary
This life is more than ordinary
Can I get two, maybe even three of these?
Comin' from the space to teach you of the Pleiades

[Outro]
Can't stop the spirits when they need you
This life is more than just a read-through

"
153,The Hell Song,Does This Look Infected?,Sum 41,2002-01-01,198493,63,"

[Verse 1]
Everybody's got their problems
Everybody says the same things to you
It's just a matter how you solve them
And knowing how to change the things you've been through
I feel I've come to realize
How fast life can be compromised
Step back to see what's going on
I can't believe this happened to you
(This happened to you)

[Verse 2]
It's just a problem that I'm faced with; am I
Not the only one who hates to stand by?
Complications that are first in this line
With all these pictures running through my mind
Knowing endless consequences
I feel so useless in this
Get back, step back, and as for me
I can't believe

[Chorus]
Part of me, won't agree
Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure
Part of me, won't agree
Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure anymore

[Verse 3]
Everybody's got their problems
Everybody says the same things to you
It's just a matter how you solve them
But what else are we supposed to do?

[Chorus]
Part of me, won't agree
Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure
Part of me, won't agree
Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure anymore

[Outro]
Why do things that matter the most
Never end up being what we chose
Now that I find no way so bad
I don't think I knew what I had
Why do things that matter the most
Never end up being what we chose
Now that I find no way so bad
I don't think I knew what I had

"
154,Headstrong,Trapt,Trapt,2002-11-05,285569,72,"

[Verse 1]
Circling your, circling your, circling your head
Contemplating everything you ever said
Now I see the truth, I got a doubt
A different motive in your eyes
And now I'm out, see you later

[Pre-Chorus]
I see your fantasy
You want to make it a reality paved in gold
See inside, inside of our heads, yeah
Well, now that's over
I see your motives inside
Decisions to hide

[Chorus 1]
Back off, I'll take you on
Headstrong to take on anyone
I know that you are wrong
Headstrong, we're headstrong
Back off, I'll take you on
Headstrong to take on anyone
I know that you are wrong
And this is not where you belong
I can't give everything away
I won't give everything away

[Verse 2]
Conclusions manifest
Your first impression's got to be your very best
I see you're full of shit and that's alright
That's how you play, I guess you get through every night
Well, now that's over

[Pre-Chorus]
I see your fantasy
You want to make it a reality paved in gold
See inside, inside of our heads, yeah
Well, now that's over
I see your motives inside
Decisions to hide

[Chorus 2]
Back off, I'll take you on
Headstrong to take on anyone
I know that you are wrong
Headstrong, we're headstrong
Back off, I'll take you on
Headstrong to take on anyone
I know that you are wrong
And this is not where you belong
Where you belong
(I can't give everything away)
This is not where you belong
(I won't give everything away)

[Bridge]
I know, I know all about
I know, I know all about
I know, I know all about
I know, I know all about
Your motives inside and your decision to hide

[Chorus 3]
Back off, I'll take you on
Headstrong to take on anyone
I know that you are wrong
Headstrong, we're headstrong
Back off, I'll take you on
Headstrong to take on anyone
I know that you are wrong
And this is not where you belong
Where you belong
This is not where you belong
(I can't give everything away)
This is not where you belong
(I won't give everything away)
This is not where you belong

"
155,Cochise,Audioslave,Audioslave,2002-11-17,222026,65,"

[Verse 1]
Well, I've been watching, while you've been coughing
I've been drinking life, while you've been nauseous
And so I drink to health, while you kill yourself
And I've got just one thing that I can offer

[Chorus]
Go on and save yourself
And take it out on me
Go on and save yourself
And take it out on me, yeah

[Verse 2]
I'm not a martyr, I'm not a prophet
And I won't preach to you, but here's a caution
You better understand, that I won't hold your hand
But if it helps you mend, then I won't stop it

[Chorus]
Go on and save yourself
And take it out on me
Go on and save yourself
And take it out on me, yeah
Go on and save yourself
And take it out on me
Go on and save yourself
And take it out on me, yeah

[Bridge]
Drown if you want, and I'll see you at the bottom
Where you'll crawl on my skin and put the blame on me
So you don't feel a thing

[Chorus]
Go on and save yourself
And take it out on me
Go on and save yourself
And take it out on me, yeah
Go on and save yourself
And take it out on me
Go on and save yourself
And take it out on me, yeah

"
156,Fine Again,Disclaimer,Seether,2002-01-01,243640,65,"

[Verse 1]
It seems like every day's the same
And I'm left to discover on my own
It seems like everything is gray
And there's no color to behold

[Pre-Chorus 1]
They say it's over, and I'm fine again, yeah
Try to stay sober, feels like I'm dyin' here

[Chorus]
And I am aware now of how everything's gonna be fine
One day, too late, I'm in Hell
I am prepared now, seems everyone's gonna be fine
One day, too late, just as well

[Verse 2]
I feel the dream in me expire
And there's no one left to blame it on
I hear you label me a liar
'Cause I can't seem to get this through

[Pre-Chorus 2]
You say it's over, I can sigh again, yeah
Why try to stay sober when I'm dyin' here?

[Chorus]
And I am aware now of how everything's gonna be fine
One day, too late, I'm in Hell
I am prepared now, seems everyone's gonna be fine
One day, too late, just as well

[Bridge]
And I'm not scared now
I must assure you, you're never gonna get away
And I'm not scared now
And I'm not scared now, no

[Chorus]
And I am aware now of how everything's gonna be fine
One day, too late, I'm in Hell
I am prepared now, seems everyone's gonna be fine
One day, too late, just as well

[Outro]
I am prepared now, seems everything's gonna be fine
For me, for me, for myself
For me, for me, for myself
For me, for me, for myself
I am prepared now, for myself
I am prepared now
And I am fine again

"
157,"Swing, Swing",The All-American Rejects,The All-American Rejects,2002-10-15,233266,66,"

[Verse 1]
Days swiftly come and go
I'm dreaming of her
She's seeing other guys
Emotions astir
The sun is gone
The nights are long
And I am left while the tears fall

[Pre-Chorus]
Did you think that I would cry
On the phone?
Do you know what it feels like
Being alone?
I'll find someone new

[Chorus]
(Swing) Swing, swing from the tangles of
My heart is crushed by a former love
Can you help me find a way to carry on again?

[Verse 2]
Wish cast into the sky
I'm moving on
Sweet beginnings do arise
She knows I was wrong
The notes are old
They bend, they fold
And so do I to a new love

[Pre-Chorus]
Did you think that I would cry
On the phone?
Do you know what it feels like
Being alone?
I'll find someone new

[Chorus]
(Swing) Swing, swing from the tangles of
My heart is crushed by a former love
Can you help me find a way to carry on again?

[Bridge]
Bury me
(You thought your problems were gone)
Carry me
(Away, away, away)

[Chorus]
(Swing) Swing, swing from the tangles of
My heart is crushed by a former love
Can you help me find a way to carry on again?
(Swing) Swing, swing from the tangles of
My heart is crushed by a former love
Can you help me find a way to carry on again?
(Swing) Swing, swing from the tangles of
My heart is crushed by a former love
Can you help me find a way to carry on again?
(Swing) Swing, swing from the tangles of
My heart is crushed by a former love
Can you help me find

"
158,Lifestyles of the Rich & Famous,The Young and The Hopeless,Good Charlotte,2002-10-04,190173,68,"

[Instrumental Intro]

[Verse 1]
Always see it on T.V.​
Or read in the magazines
Celebrities who want sympathy
All they do is piss and moan
Inside the Rolling Stone
Talking about how hard life can be

[Pre-Chorus]
I'd like to see them spend a week living life out on the street
I don't think they would survive
If they could spend a day or two walking in someone else's shoes
I think they'd stumble and they'd fall, they would fall, fall...

[Chorus]
Lifestyles of the rich and the famous
They're always complaining, always complaining
If money is such a problem
Well, they got mansions, think we should rob them

[Verse 2]
Well, did you know if you were famous you could
Kill your wife? And there's no such thing as 25 to life
As long as you've got the cash to pay for Cochran
And did you know if you were caught and you were
Smoking crack, McDonald's wouldn't even want to take you back
You could always just run for mayor of D.C.​

[Pre-Chorus]
I'd like to see them spend a week living life out on the street
I don't think they would survive
If they could spend a day or two walking in someone else's shoes
I think they'd stumble and they'd fall, they would fall...

[Chorus]
Lifestyles of the rich and the famous
They're always complaining, always complaining
If money is such a problem
Well, they got mansions, think we should rob them

[Post-Chorus]
Rob them, rob them...

[Instrumental Bridge]

[Bridge]
They would fall, fall...

[Chorus]
Lifestyles of the rich and the famous
They're always complaining, always complaining
If money is such a problem
You got so many problems, I think I can solve them

[Outro]
Lifestyles of the rich and famous, we'll take your
Clothes, cash, cars, and homes, just stop complaining
Lifestyles of the rich and famous
Lifestyles of the rich and famous
Lifestyles of the rich and famous

"
159,The Red,Wonder What's Next (Expanded Edition),Chevelle,2002,238400,68,"

[Verse 1]
They say 'Freak'
When you're singled out
The red
Well, it filters through

[Chorus]
So lay down, the threat is real
When his sight goes red again

[Bridge]
Seeing red again
Seeing red again

[Verse 2]
This change
He won't contain
Slip away
To clear your mind

[Verse 3]
When asked
Who made it show
The truth
He gives in to most

[Chorus]
So lay down, the threat is real
When his sight goes red again

[Instrumental Break]

[Chorus x2]
So lay down, the threat is real
When his sight goes red again

[Bridge 2)
Seeing red again, seeing red again
Seeing red again, seeing red again
Seeing red again, seeing red again
Seeing red again, seeing red!

[Outro]
They say 'Freak'
When you're singled out
The red
It filters through

"
160,Bother,Stone Sour,Stone Sour,2002-08-19,240400,63,"

[Verse 1]
Wish I was too dead to cry
My self-affliction fades
Stones to throw at my creator
Masochists to which I cater

[Chorus]
You don't need to bother
I don't need to be
I'll keep slipping farther
But once I hold on, I won't let go 'til it bleeds

[Verse 2]
Wish I was too dead to care
If indeed I cared at all
Never had a voice to protest
So you fed me shit to digest

[Pre-Chorus]
I wish I had a reason
My flaws are open season
For this, I gave up trying
One good turn deserves my dying

[Chorus]
You don't need to bother
I don't need to be
I'll keep slipping farther
But once I hold on, I won't let go 'til it bleeds

[Solo: Jim Root]

[Verse 3]
Wish I'd died instead of lived
A zombie hides my face
Shell forgotten with its memories
Diaries left with cryptic entries

[Chorus]
You don't need to bother
I don't need to be
I'll keep slipping farther
But once I hold on, I won't let go 'til it bleeds

[Outro]
You don't need to bother
I don't need to be
I'll keep slipping farther
But once I hold on, I'll never live down my deceit

"
161,The Zephyr Song,By the Way (Deluxe Edition),Red Hot Chili Peppers,2002-07-09,231933,68,"

[Verse 1]
Can I get your hand to write on?
Just a piece of leg to bite on
What a night to fly my kite on
Do you want to flash a light on?
Take a look it's on display for you
Coming down, no, not today
Did you meet your fortune teller?
Get it off with no propeller
Do it up, it's on with Stella
What a way to finally smell her
Picking up, but not too strong for you
Take a piece and pass it on

[Chorus]
Fly away on my zephyr
I feel it more than ever
And in this perfect weather
We'll find a place together
Fly on my wind

[Verse 2]
Rebel and a liberator
Find a way to be a skater
Rev it up to levitate her
Super friendly aviator
Take a look it's on display, for you
Coming down, no not today

[Chorus]
Fly away on my zephyr
I feel it more than ever
And in this perfect weather
We'll find a place together

[Post-Chorus]
In the water where I center my emotion
All the world can pass me by
Fly away on my Zephyr
We'll find a place together

[Guitar Solo]

[Bridge]
Wo-wo-wo-wo-wo-woah, do you
Yea-yea-yea-yea-yea-yeah
Wo-wo-wo-wo-wo-woah, want to
Yea-yea-yea-yea-yea-yeah

[Chorus]
Fly away on my zephyr
I feel it more than ever
And in this perfect weather
We'll find a place together

[Post-Chorus]
In the water where I center my emotion
All the world can pass me by
Fly away on my Zephyr
We're going to live forever

[Outro]
Forever

"
162,The Taste of Ink,The Used,The Used,2002-06-25,208693,65,"

[Verse 1]
Is it worth it? Can you even hear me?
Standing with your spotlight on me
Not enough to feed the hungry
I'm tired, and I felt it for a while now
In this sea of lonely
The taste of ink is getting old, it's
Four o' clock in the fucking morning
Each day gets more and more like the last day
Still I can see it coming
While I'm standing in the river drowning
This could be my chance to break out
This could be my chance to say goodbye
At last, it's finally over
Couldn't take this town much longer
Being half-dead wasn't what I planned to be
Now I'm ready to be free

[Chorus]
So here I am, it's in my hands
And I'll savor every moment of this
So here I am, alive at last
And I'll savor every moment of this

[Verse 2]
Don't you think I'm pretty
When I'm standing top the bright-lit city?
And I'll take your hand and pick you up
And keep you there so you can see it
So long as you're alive and care
I promise I will take you there
We'll drink and dance the night away
We can drink and dance the night away

[Chorus]
So here I am, it's in my hands
And I'll savor every moment of this
So here I am, alive at last
And I'll savor every moment of this, I'll savor every moment of this

[Bridge]
As long as you're alive, here I am
I promise I will take you there
As long as you're alive, here I am
I promise I will take you there

[Verse 3]
Don't you think I'm pretty
When I'm standing top the bright-lit city?
And I'll take your hand and pick you up
And keep you there so you can see it
As long as you're alive and care
I promise I will take you there
So long as you're alive and care
I promise I will take you there

[Chorus]
So here I am, it's in my hands
And I'll savor every moment of this
So here I am, alive at last, and I'll savor every moment of this
Savor every moment of this, savor every moment of this!

[Instrumental Outro]

"
